json_file,story_id,ner_tagging,number_of_ner_tags
21_answer.json,3,"{'ORG': ['Riverton Tigers', 'Lakeside Hawks', 'Tigers', 'Hawks', 'River'], 'LOC': ['Riverton Stadium', 'Riverton City'], 'PER': ['Mark', 'Reynolds']}",9
21_answer.json,4,"{'MISC': ['of Unrest'], 'LOC': ['C', '##restwood Stadium', '##restwood City', 'United Kingdom', '##rest', 'East'], 'ORG': ['C', '##restwood United', 'East Harbor FC', 'Crestwood United', '##wood', 'East Harbor', 'Crestwood', 'F', 'Harbor'], 'PER': ['Alex Reed', 'Marco Silva', 'Jamie Thompson']}",19
21_answer.json,5,"{'PER': ['Jordan L', 'Michaels', 'Jake Thompson', 'Sami', '##r Al - Khatib', 'Ethan Clarke', 'Marcus Bailey'], 'LOC': ['A', '##fton Stadium'], 'ORG': ['Redfield Rovers', 'A', '##fton United', 'Rovers', 'United', 'Redfield', '##fton']}",16
21_answer.json,6,"{'LOC': ['Downtown Derby', 'Downtown Stadium', 'Metropolis City', 'Derby'], 'ORG': ['City FC', 'United Town', 'Fans and Authorities'], 'MISC': ['Downtown'], 'PER': ['Liam Parks', 'Samuel Thorpe']}",10
21_answer.json,7,"{'ORG': ['Hawks', 'Panthers', 'Northville Hawks', 'Eastside Panthers'], 'LOC': ['City Stadium'], 'PER': ['Jake Thompson', 'Lucas Grant', 'Simon Harris', 'Maria Lopez', 'Ethan', 'Carter', 'Mark', 'Stevens'], 'MISC': ['Point']}",14
21_answer.json,8,"{'MISC': ['Heart', 'Stopping C'], 'PER': ['Alex Thompson', 'Marcus Hines', 'Tom Richards', 'Hi', 'Liam Carter', 'Aaron', 'Kyle'], 'LOC': ['Harlington Stadium', 'Eastfield'], 'ORG': ['Eastfield United', 'Westwood Warriors', 'Eastfield', 'Westwood', 'East']}",16
21_answer.json,9,"{'ORG': ['Riverport Wolves', 'Lakeside Lions', 'Riverport', 'Wolves', 'Lions'], 'LOC': ['Riverport Stadium'], 'PER': ['Jake Thompson', 'Carlos Mendoza', 'Ryan Lewis', 'Linda Harris', 'Alex Murphy', 'Mendoza', 'Harris', 'Murphy', 'David', 'Taylor']}",16
21_answer.json,10,"{'LOC': ['Greenfield Stadium', 'Greenfield'], 'ORG': ['Red Hawks', 'Blue Tigers'], 'PER': ['Marco Villanu', 'Josh Omond']}",6
14_answer.json,1,"{'MISC': ['Festival of the Silenced Echoes', '##eri', '##dian', 'V', '##eridian', 'Echo Parade'], 'LOC': ['V', 'Elderglen']}",8
14_answer.json,2,"{'MISC': ['Festival of Unity', 'Arkania'], 'LOC': ['Arkania'], 'ORG': ['Unity']}",4
14_answer.json,3,"{'LOC': ['Luminae Terra', 'E', '##istoria', 'A', '##zure Ocean', 'Land of Light', 'Eistoria', 'Alindra', '##e Terra', 'Terra'], 'ORG': ['Luminae Terra', 'Lumina', 'E', 'Ali']}",14
14_answer.json,4,"{'ORG': ['Imaginary Nation', 'National Unity Party', '##minara', 'El'], 'LOC': ['Eldoria', 'Aldenveil', 'Lu'], 'MISC': ['Luminara Festival', 'Eldorian']}",9
14_answer.json,5,"{'MISC': ['Harmony of Horizons', '##s', 'Ara', '##an', 'Unity in Diversity', 'Culture for All'], 'LOC': ['Arantia', 'Ara', '##a', '##s'], 'ORG': ['Harmony of Horizon']}",11
14_answer.json,6,"{'LOC': ['Lu', 'Verenthia', 'Solaria', 'Lumina', 'V'], 'ORG': ['##mina']}",6
14_answer.json,7,"{'MISC': ['Luminaire Festival', 'Parade of Light'], 'LOC': ['Meliora'], 'ORG': ['Mel']}",4
14_answer.json,8,"{'MISC': ['Festival of Luminous Unity', 'Parade of Lights', 'Artisan Avenue'], 'LOC': ['Nevroria', 'G', '##limmerhaven', 'Nev', 'Harmony Hall', '##ev'], 'ORG': ['##roria', 'N', '##ro', 'G', 'Unity']}",14
14_answer.json,9,"{'MISC': ['Starlight Con', '##gence Festival', 'Starlight Convergence Festival', 'Star Lantern Parade', 'Co', '##smic Art Fair', 'Sky'], 'LOC': ['Elara', 'Luminara']}",9
14_answer.json,10,"{'MISC': ['Eclipse Harmony Festival'], 'LOC': ['Eloria'], 'ORG': ['Eclipse', 'Harmony', 'Festival']}",5
08_answer.json,1,"{'MISC': ['Shattered Dawn'], 'LOC': ['Elandra', 'Silver River', 'Arion'], 'PER': ['Malik Vera', 'Alistair Greening', 'Malik', 'Greening', 'Hawke'], 'ORG': ['Elandra', 'Elandra Special Command', 'ESC', 'Li']}",13
08_answer.json,2,"{'ORG': ['Echoes of Valor', 'Paramount Coalition', 'The', 'Altherian Broadcasting Network', 'Alt', 'Coalition', 'Echo'], 'LOC': ['Altheria', 'Lysoria'], 'MISC': ['##her']}",10
08_answer.json,3,"{'MISC': ['Night of Shadows'], 'LOC': ['V', '##artovia', 'Eastern Europe', 'Eldrin'], 'PER': ['Aleksandr Markov', 'Ivan Volkov', 'Markov', 'Vol', 'Mark', '##kov'], 'ORG': ['V', '##artovian Armed Forces']}",13
08_answer.json,4,"{'LOC': ['Verdania', 'V', '##erdania', 'Solaria'], 'PER': ['El', '##ara Fontaine', 'Adrian Cortez', 'Co', 'F', '##ontaine', 'Vera'], 'MISC': ['New Dawn']}",12
08_answer.json,5,"{'LOC': ['Eldoria', 'Highgate', 'El', 'Co'], 'PER': ['Alaric', 'Ce', '##dric Thorn', 'Alari', 'El', '##ara', 'E', '##amon'], 'ORG': ['Silver Council', 'Royal Guard', 'Am'], 'MISC': ['Harvest Festival']}",16
08_answer.json,6,"{'LOC': ['Helios', 'New Lyra', 'District 12'], 'ORG': ['Helio', 'He'], 'PER': ['Marcus Talen', 'Marcus', 'He'], 'MISC': ['Helios', 'E', '##ox Festival', 'He']}",12
08_answer.json,7,"{'LOC': ['Elysium', 'Seraphim Mountains', 'Mirach Sea', 'Aurelian', 'Presidential Palace', 'Ely'], 'PER': ['T', '##hali', '##a Marquette', 'Cassian Reed', 'Reed', 'Marquette'], 'MISC': ['Independence Day']}",13
08_answer.json,8,"{'ORG': ['Shadows Over El', 'Eldridge', 'Cerulean', 'National Assembly', '##oss', 'Holt'], 'LOC': ['##dridge', 'Eldridge', 'Forest', 'Caladore', 'A', '##zure Sea', 'Tower'], 'PER': ['Al', '##ari', '##c Voss', 'V', '##oss', 'Lena Asher', 'Asher', 'Marin', 'Dar', 'Holt', 'Si'], 'MISC': ['Independence Day', 'Western']}",26
08_answer.json,9,"{'MISC': ['Shattered Dawn'], 'LOC': ['Althornia', 'Verenthia', 'V', '##erenthia'], 'PER': ['Mu', '##lda', 'Viktor Tallen', 'Tall', 'Tallen', 'El', '##ara Senim', 'Sen'], 'ORG': ['Defense', 'Val', 'Am']}",16
08_answer.json,10,"{'LOC': ['Eldoria'], 'PER': ['Alden III', 'Al', 'Malric', 'Ely', '##sia', 'Mal']}",7
01_answer.json,1,"{'MISC': ['Libethenian', 'Li', '##enian'], 'ORG': ['##beth', 'Elara', 'The Lantern Keeper', '##rel', 'El', 'Li'], 'LOC': ['Empire', 'Au', '##rel'], 'PER': ['El', '##ara Valois', 'Elara', 'Dorian Fell', 'Marcus Eldric', 'Marcus']}",18
01_answer.json,2,"{'LOC': ['Veridale'], 'PER': ['Elara Voss', 'Leo Stratton', 'Leo', 'Darius Everell', 'Elara'], 'ORG': ['Veridale', 'Elara', 'Sapphire District Project', 'Typhon Infrastructures', 'Elyria Fund', 'Ely', 'Fund', 'El', 'V', '##dale']}",16
01_answer.json,3,"{'MISC': ['Shadows of', 'European'], 'LOC': ['W', '##olvenia', '##venia', 'Lorendale'], 'PER': ['Luca Sterling', 'Ana Kovac', 'Sterling', 'Ana', 'Tomas', 'V'], 'ORG': ['W']}",13
01_answer.json,4,"{'LOC': ['Silverton'], 'PER': ['Robert', 'Bobby', 'Carrington', 'Emma Hastings', 'Emma', 'Bobby Carrington'], 'ORG': ['Silverton Chronicle', 'Silverton', 'Silver', 'State', 'Commission'], 'MISC': ['Go', '##rdian', 'Shadows']}",15
01_answer.json,5,"{'LOC': ['Shadows', 'I', 'Arc', '##s', 'Arcanis'], 'MISC': ['##mperium'], 'PER': ['Cyrus Valor', 'Cyrus', 'Amelia Shore', 'Amelia', 'El', 'Quinn', 'Em']}",13
01_answer.json,6,"{'LOC': ['Veron', 'V', '##eronia', 'Veronia', 'Silverkeep'], 'MISC': ['##ia', 'The', 'Veil of Gold'], 'PER': ['Aldric', 'El', '##ara Voss', 'Elara', '##ara', 'Al'], 'ORG': ['Council of the Wise', 'Council']}",16
01_answer.json,7,"{'ORG': ['Shadows', 'Unity Project', 'The', 'Veritan Voice', 'Mercurial Industries', 'Ministry of Infrastructure', 'V', 'Duval', 'Chamber'], 'LOC': ['Veritania'], 'PER': ['El', '##ara Duval', 'Duval', 'Kai Turner', 'Turner', 'Marcus Bell', 'Rose']}",17
01_answer.json,8,"{'MISC': ['Shadows Over'], 'LOC': ['Illumina', 'Dresden'], 'PER': ['Alari', '##c Dresden', 'Laura Whitman', 'Whitman', 'Celia', 'Torres'], 'ORG': ['Illumina', 'Illumina Daily', 'Horizon Holdings', 'Horizon', 'Celia']}",14
01_answer.json,9,"{'MISC': ['of'], 'LOC': ['Star', 'Stardale'], 'ORG': ['##dale', ""People ' s Party"", 'Stardale', 'Elara', 'Solaris Initiative', 'National Observer', 'El'], 'PER': ['El', '##ara Thorne', '##ara', 'Ava Lessing', 'Ava', 'Thorne']}",16
01_answer.json,10,"{'MISC': ['of', '##ue', 'Champion of the People', 'of Deceit'], 'LOC': ['Elmridge', 'Elm'], 'PER': ['Alex The', 'Alex', 'Lila Bowen', 'Lila', '##x'], 'ORG': ['TitanCorp', 'Citizens']}",13
18_answer.json,1,"{'MISC': ['Harmony Awards', 'Album of the', 'Echoes of Tomorrow', 'Heartstrings', 'R & B', 'Soundscapes', 'Phoenix Rising', 'Album', 'the', 'W', '##pering Shadows', 'HarmonyA'], 'LOC': ['Crescendo Hall'], 'PER': ['Ava Langley', 'Jonah Mendez', 'Lionel Harris', 'Violet Ha'], 'ORG': ['The Northern Lights', 'Elara', 'Shadows']}",20
18_answer.json,2,"{'MISC': ['Infinite Lights Gala', 'Best Innovative Feature Film', 'Lunar Symphony', 'E', '##ch of Echoes', 'Stardust Realms', 'Echoes in Silence', 'Epoch of Echoes', 'Parallel Tapestry', 'Para', '##Sho', 'InfiniteC'], 'ORG': ['Celestial'], 'LOC': ['Theatre'], 'PER': ['El', '##ain', '##a Verity', 'Verity']}",18
18_answer.json,3,"{'MISC': ['StarLight Awards', 'The Last Horizon', 'Echoes of Time', 'C', '##restfall', 'Em', '##t Domain', 'Theories', '##lash', 'Star'], 'LOC': ['Grand Aurora Theatre', 'Los Angeles', 'Hollywood'], 'PER': ['Jonathan Miles', 'Samuel Rivera', 'Alex Linden', 'Martin Reid', 'Alex', 'Linden']}",19
18_answer.json,4,"{'MISC': ['Global Music Honors', 'GMH', 'the Year', 'Nebula Waves', 'S', 'Sorcery', 'European', 'Digital Dreamscape'], 'LOC': ['Berlin', 'Germany'], 'PER': ['Ra', '##quel Solis'], 'ORG': ['GMH', 'GM']}",14
18_answer.json,5,"{'MISC': ['Starlight Arts Gala', 'Best Picture', 'The Artisan', 'Quantum Pulse', 'Celes', '##tial Shadows', 'Celestial Shadows'], 'ORG': ['Aurora', 'Gala', 'Arts'], 'LOC': ['Theater', 'New Avalon'], 'PER': ['Jonathan Eldridge', 'Kai Tsun', 'Star', 'Kai', 'T']}",17
18_answer.json,6,"{'MISC': ['Global Arts Luminary Awards', 'GALA', 'GA', '&', 'Composition in Film', 'Echoes of Time', 'S', '##ynthescope Dreams', 'Rhythms of the Void', 'African', 'The Steel Harp', 'Ginger Snap Beats'], 'ORG': ['##LA', 'GA'], 'LOC': ['Celestial Am', '##theater', 'New York City', '##lin'], 'PER': ['Marco Vancetti', 'Lin', '##a Jiang', 'I', '##mani Orub', 'Alexander Mack', 'Cass Wheeler', 'Wheeler']}",26
18_answer.json,7,"{'MISC': ['Stellaris Awards', 'Con', '##tion for', 'Innovation', 'The Virtual Voyager', 'V', 'Stellar Odyssey', 'Drift of the', 'Celestial Ark', 'AI'], 'LOC': ['Nebula Auditorium'], 'ORG': ['Z', 'AI', 'Ephemera Labs', 'Voyager', 'Stella'], 'PER': ['Eric Zenith']}",17
18_answer.json,8,"{'MISC': ['Global', 'Awards', '##CA', 'of the', 'The Echo of Pixels'], 'ORG': ['Arts and Culture', 'GA', 'GACA', 'Harmony'], 'LOC': ['Grand Palais', 'Paris'], 'PER': ['G', '##ian', '##na Rossi', 'Elijah Carr', 'Le', '##yla Mahfo', 'Harmony Quantum']}",18
18_answer.json,9,"{'MISC': ['Celestial Arts Awards', 'AI', 'Awards', 'Ce'], 'PER': ['Z'], 'ORG': ['##3', 'Z3', '##th']}",8
18_answer.json,10,"{'MISC': ['The Radiant Stars Gala', 'the'], 'LOC': ['Grand Solaria Theatre'], 'PER': ['Ava Lin', 'Marvin Thorn', 'Lila Aloka', 'Jamal Rivers', 'Blake Anders', 'Blake']}",9
04_answer.json,1,"{'MISC': ['Ariston Dynasty', 'Saga', '##ston Dynasty', 'War of Vilain Territories', 'Ariston', 'Eldorian', 'Golden Age', 'Dove'], 'ORG': ['Ari'], 'LOC': ['Eldoria', 'Republic of Eldoria'], 'PER': ['Elias Ariston', 'Elias', 'Marcus Ariston', 'Marcus', 'Regina Ariston', 'Ari', 'Regina', 'Leon']}",19
04_answer.json,2,"{'PER': ['El', 'Cyrus Elborne', 'Cyrus', 'Jonathan Elborne', 'Jonathan', 'Theodore Elborne', 'Theodore', 'Harold Richards', 'Mitchell Elborne', 'Mitchell', 'F', 'Franklin'], 'MISC': ['##borne Dynasty', 'Family', 'Golden Age', 'Great Depression', 'New Deal', 'World War II', 'Red Scare'], 'ORG': ['##borne', 'House of Representatives', 'House', 'Elborne', 'Senate'], 'LOC': ['Newpoint']}",25
04_answer.json,3,"{'ORG': ['Verenthal', '##erenthal', 'Hel', 'He', '##vor'], 'LOC': ['Helvoria', '##vor', '##l'], 'PER': ['V', 'Gustav Verenthal', 'Gustav', 'Edgar Verenthal', 'Edgar', 'Amelia Verenthal', 'Amelia', 'Felix V', 'Felix', 'Col'], 'MISC': ['Golden Era']}",19
04_answer.json,4,"{'LOC': ['Alava', '##ava'], 'PER': ['Hal', 'Thomas', 'Tide', 'Haldan', 'Alava', 'Tide Hal', 'Nathaniel Hal', 'Nathaniel', 'Evelyn', 'Jasper'], 'ORG': ['Hal', 'Al', 'Tide', 'Fr'], 'MISC': ['Genesis of the Dynasty']}",17
04_answer.json,5,"{'PER': ['Ain', 'Jonathan Ainsworth', 'Jonathan', 'Robert Ainsworth', 'Robert', 'Eleanor Ainsworth', 'Richard Ainsworth', 'Richard', 'Vivian', 'R', 'Samuel'], 'MISC': ['Dynasty', 'Great Depression', 'Power', 'Cold War', 'Americans', 'Golden Age'], 'LOC': ['United States', 'Virginia', 'Middle', 'East'], 'ORG': ['Commerce', 'Nobel']}",23
04_answer.json,6,"{'LOC': ['Meloria', 'Southern Hemisphere', '##oria'], 'ORG': ['F', 'Mel', 'Arts'], 'MISC': ['##yn', 'Fonteyn Dynasty', '##orian Independence Movement', 'Freedom', 'Mel', 'Golden Age'], 'PER': ['F', 'Alari', '##c Fonte', '##c', 'Ezra', 'Julian', 'Ezra Fonteyn', 'Marcus', 'Camille']}",21
04_answer.json,7,"{'LOC': ['Eloria', '##oria'], 'PER': ['Kessler', 'Hugo Kessler', 'Hugo', 'Ke', 'Martin Kessler', 'Martin', 'Julian Kessler', 'Julian', 'Theo Kessler', 'Theo'], 'ORG': ['Elorian Progressive Party', 'EPP', 'Eloria', '##ssler', 'El', 'Fed'], 'MISC': ['Cold War', 'Eastern', 'Western']}",21
04_answer.json,8,"{'LOC': ['Elaria', '##aria'], 'PER': ['V', '##oss', 'Matthias Voss', 'Matthias', 'El', '##ara', 'Wilhelm', 'Li', '##ora', 'Anton', 'Wilhelm Voss', '##ora Voss', 'Heinrich'], 'ORG': ['Voss', 'Shepherd', 'Progressive Agrarian Party', 'PAP', 'Elaria', 'El', 'Justice', 'Di'], 'MISC': ['Golden Era']}",24
04_answer.json,9,"{'MISC': ['Ashford Dynasty', 'of Power and', '##verance', 'Ka', '##rdovian', 'Age', 'Golden Age', 'Ash', 'Dynasty'], 'PER': ['Ashford', 'Jonathan Ashford', 'Jonathan', 'Edward', 'Eddie', 'Ash', 'Margaret', 'Ka', 'William'], 'LOC': ['Kardovia', 'Ashford'], 'ORG': ['Commerce', '##ford', 'Ashford', 'Ex']}",24
04_answer.json,10,"{'PER': ['Du', 'Henri Du', 'Henri', 'Charles Du', 'Charles', 'Eleanor', 'Edward', 'Am', 'Isabelle'], 'LOC': ['Riverton'], 'ORG': ['##f', '##ne', 'Congress']}",13
11_answer.json,1,"{'MISC': ['Voice of the Silenced', 'Life', 'Science'], 'PER': ['El', '##ara Reed', '##ara'], 'LOC': ['Maplebrook'], 'ORG': ['University of Crestwood', 'The Crestwood Call', 'The Sentinel']}",10
11_answer.json,2,"{'MISC': ['Dark', '##a', 'Story', 'Life', 'English', 'Career', 'Reginald Journalism Award', 'Big Story'], 'PER': ['Aness', 'Jansen', 'An', '##ess', '##a Jansen'], 'LOC': ['Riverton', 'Midwestern America'], 'ORG': [""St. Bridget ' s University"", 'Riverton Daily', 'Shadows']}",18
11_answer.json,3,"{'MISC': ['In', 'V', '##s of Corr', '##tion', 'Hidden Chambers', 'W', '##pers in the Capital', 'American', 'Science'], 'PER': ['Sarah Temple', 'Sarah'], 'LOC': ['Chicago', 'Illinois', 'USA'], 'ORG': ['University of Illinois', 'The National Inquirer']}",16
11_answer.json,4,"{'MISC': ['Byline', 'Life', 'English', 'Pulitzer Prize for', 'Report'], 'PER': ['Marissa Quinn', 'Marissa'], 'LOC': ['New Orleans', 'Louisiana'], 'ORG': ['University of Missouri', 'School of Journalism', 'Baton Rouge Chronicle', 'Washington Sentinel', '##ive', '##ing', 'Department of Infrastructure']}",16
11_answer.json,5,"{'ORG': ['Shadows of Valor', 'University of Norden', 'The Capital Lens', 'El', 'Shadows', 'Val'], 'PER': ['El', '##ara Kinsley', '##ara'], 'LOC': ['Havenbrooke'], 'MISC': ['Co', 'Expo']}",12
11_answer.json,6,"{'MISC': ['Echoes', 'Life', 'Science', 'Break', 'Concrete Web'], 'PER': ['Emily Turner', 'Emily'], 'LOC': ['Vermont', 'Burlington', 'Washington, D. C.'], 'ORG': ['Columbia University', 'Columbia', 'Pulitzer', 'Report']}",14
11_answer.json,7,"{'MISC': ['Shadows of Truth'], 'PER': ['Elena Martinez', 'Elena', 'Maria', 'Javier Martinez'], 'LOC': ['Santa Rosa', 'New Mexico', 'New York City'], 'ORG': ['University of New Mexico', 'The New York Tribune', 'Whitehall Reports', 'Reports', 'Department']}",13
11_answer.json,8,"{'MISC': ['Shadows of Truth', 'Life', 'George Polk Award'], 'PER': ['Eliza Montrose', 'Eliza Anne Montrose', 'Eliza'], 'LOC': ['Newark', 'New Jersey'], 'ORG': ['Columbia University', 'Science', 'The Newark Chronicle', 'The Atlantic', 'State Department']}",13
11_answer.json,9,"{'PER': ['Oliver Gray', 'Oliver'], 'LOC': ['Crescent Bay'], 'ORG': ['University of Eastwood', 'Political Science', 'Crescent Bay Chronicle', 'The Daily Beacon', 'Daily', 'Beacon', 'Citizens', 'Journalists'], 'MISC': ['Turner Prize for Journalism']}",12
11_answer.json,10,"{'MISC': ['Shadows of the Truth', 'Life', 'World War II'], 'PER': ['Lara Mitchell', 'Lara'], 'LOC': ['Chicago'], 'ORG': ['Northwestern University', 'Medill School of Journalism', 'The Chicago Tribune']}",9
23_answer.json,1,"{'LOC': ['Windbrook', 'Windbrook Stadium'], 'ORG': ['Windbrook Whirlwind', 'Tidebreak Titans', 'Whirlwind', 'Titans']}",6
23_answer.json,2,"{'LOC': ['Veridion', 'Veridion Stadium'], 'ORG': ['Veridion Vipers', 'Greystone Gladiators', 'Vipers', 'Gladiators', 'Gladiator', 'Viper', 'Glad', '##iators'], 'PER': ['Leo', 'Man', 'Carlos Morales', 'Carlos'], 'MISC': ['Lion']}",15
23_answer.json,3,"{'LOC': ['Eldoria'], 'MISC': ['Eldorian Cup'], 'ORG': ['Eldoria Eagles', 'Riverton Rhinos', 'Eagles', 'R', '##hinos', 'Rhinos', 'El'], 'PER': ['Marco Vele', 'Marco', 'Alex Thornton']}",12
23_answer.json,4,"{'LOC': ['Hale Stadium', 'Stadium'], 'ORG': ['Hale', 'Northside Wolves', 'Southtown Eagles', 'Wolves', 'Eagles']}",7
23_answer.json,5,"{'LOC': ['Eldridge'], 'ORG': ['Eldridge Eagles', 'Brookside Hawks', 'Eagles', 'Hawks', 'Brooks']}",6
23_answer.json,6,"{'LOC': ['Port Astra', 'Astra Stadium'], 'ORG': ['Port Astra Hawks', 'Blackstone Warriors', 'Hawks', 'News']}",6
23_answer.json,7,"{'LOC': ['New York City', 'New'], 'MISC': ['Empire Cup', 'Cup'], 'ORG': ['New York Strike', 'London Royals', 'New York', 'York', 'Empire', 'Royals'], 'PER': ['James Barrington', 'Marco Giannett', 'Barr']}",13
23_answer.json,8,"{'LOC': ['Starlight Stadium', 'Manchester'], 'MISC': ['Pan - European Soccer Cup'], 'ORG': ['Crow', 'Viper', 'Milan']}",6
23_answer.json,9,"{'LOC': ['Willowdale'], 'ORG': ['Willowdale Wanderers', 'C', '##resthill Cavaliers', 'Cavaliers', 'Wanderers', '##resthill', 'Willowdale', 'Willow', 'Loyola']}",10
23_answer.json,10,"{'LOC': ['Clarenton', 'Jubilee Stadium'], 'ORG': ['Clarenton Falcons', 'Redwood Raptors', 'Falcons', 'Raptors', 'Chaos', 'Jubilee'], 'PER': ['James', 'Jet', 'Harrison', 'Gregory Billings']}",12
20_answer.json,1,"{'MISC': ['Winds of', 'Winds', 'Liberty'], 'ORG': ['Liberty', 'The Council of Sanctity', 'Council', 'of', 'Council of Sanctity', 'Winds of Liberty'], 'LOC': ['Zantora', '##ora'], 'PER': ['El', '##ara Voss', 'Z', 'Lia']}",15
20_answer.json,2,"{'MISC': ['Whispers of Dawn', 'W', '##pers of Dawn', 'As', '##n'], 'LOC': ['Astoria', 'Noor', '##toria'], 'ORG': ['Guardians', 'Demons'], 'PER': ['El', '##ara Sol', 'Ali', '##na', '##ara']}",15
20_answer.json,3,"{'MISC': ['of Freedom', '##pers of Freedom'], 'LOC': ['Aridea', 'Forest of', 'Elrin', '##dea'], 'PER': ['Morta', 'El', '##ara Mendez', '##ara', 'Li', '##ora', 'Ari', 'Elara', 'Mo', '##rta'], 'ORG': ['Ari', 'El']}",18
20_answer.json,4,"{'MISC': ['Whispers of Freedom', 'Vita'], 'LOC': ['Vitanara', '##a'], 'ORG': ['Vitanar', 'Novar Authority', 'Vita'], 'PER': ['El', '##ara V']}",9
20_answer.json,5,"{'MISC': ['Shadows of Freedom', 'The', 'W', '##pering Rebellion', 'Whispering Rebellion'], 'LOC': ['Veridia', 'Lumaria', 'Lumar', 'V'], 'PER': ['Elara Sorin', 'Ari', 'El'], 'ORG': ['##ara', 'El']}",14
20_answer.json,6,"{'MISC': ['##pers of the Broken', 'Whispers of the Broken', '##hispers of the Broken', 'W'], 'LOC': ['Arkania', 'Ark'], 'PER': ['Oct', 'Dar', '##a Sorin', 'Co']}",10
20_answer.json,7,"{'MISC': ['W', '##pers of the Crimson Dawn', 'Crimson Dawn', 'V', '##eridian'], 'LOC': ['Veridia'], 'PER': ['Lena Arlo', 'El', '##ara'], 'ORG': ['El']}",10
20_answer.json,8,"{'MISC': ['W', '##per of the Revolution', 'Ardonian', 'Echoes of Freedom', 'A', '##ian', '##rdonian'], 'LOC': ['Ardonis'], 'PER': ['El', '##ara Seraph', '##ara', 'As', '##tra', 'Bo', 'Echo']}",15
20_answer.json,9,"{'MISC': ['Shadows of Freedom', 'W', '##pers of the Past', 'Whispers of the Past'], 'LOC': ['Astravia'], 'PER': ['Ka', '##el Jorvin', 'Jo', '##rvin', 'Lena Arkov', 'Lena']}",11
20_answer.json,10,"{'LOC': ['Veridia'], 'MISC': ['Whispers of Tomorrow', 'V', '##eridian Film Festival'], 'PER': ['El', '##ara Minsar', 'L', '##yra'], 'ORG': ['Veridian Authority', 'The Luminaries']}",10
12_answer.json,1,"{'MISC': ['Echo of An', '##tors'], 'LOC': ['Verde Arcana', 'Way', 'Wayar', 'Tahara', 'Wayaré'], 'ORG': ['AmaraTech', '##ford', 'Lang', 'Amar'], 'PER': ['Richard Langford', 'Lang', 'Ha', '##ro']}",15
12_answer.json,2,"{'LOC': ['Whispering Grove', 'W', '##per', 'Grove', '##lam', 'Zeloria', '##pering Grove', 'Talamay'], 'ORG': ['Ta', '##ay Indigenous Community', 'NovaCorp International', 'NovaCorp', 'Mira', 'Z', 'Nova'], 'MISC': ['Ta'], 'PER': ['Victor Langston', 'Victor']}",18
12_answer.json,3,"{'MISC': ['Serenian', 'Tu', 'Great'], 'LOC': ['##rest', 'Qalan', 'Great Heart Tree'], 'ORG': ['Heart Tree', 'En', 'Monarch Corp', 'Green Vision', 'Guardians', 'Mona', 'Corp', 'Tu'], 'PER': ['Ka']}",15
12_answer.json,4,"{'MISC': ['Heart of A', 'Tree'], 'LOC': ['##yomba', 'A', 'Li', 'Ayomba'], 'ORG': ['Ari', 'Sacred', '##fara', 'GlobalRes Corp', 'A', 'Global'], 'PER': ['Gregory Blackwell', 'Blackwell', 'Grand', 'Kim', 'Ari']}",17
12_answer.json,5,"{'LOC': ['W', 'Pines', 'Great Northern Forest', '##per', 'Whis', '##pering Pines', 'Eden', '##ing Pines', 'A'], 'ORG': ['A', '##ra Nation', 'TerraFirm', 'TerraFir'], 'MISC': ['##ro', 'A', '##ra'], 'PER': ['Jonathan Steele', 'Steele', 'Ta']}",19
12_answer.json,6,"{'MISC': ['An', '##tral River', 'A'], 'LOC': ['Iskani River', 'Iskani Basin'], 'ORG': ['Stellaris Corp', 'Stellaris'], 'PER': ['Mari', 'Derek']}",9
12_answer.json,7,"{'MISC': ['Song of the River', 'Ka', '##yan'], 'LOC': ['Lirinaya'], 'ORG': ['TerraCorp Inc', 'TerraCorp', 'Ban', 'Terra', 'Li'], 'PER': ['Elder Mae', 'Lana']}",11
12_answer.json,8,"{'LOC': ['Sacred Grove', 'Zalira', 'Grove'], 'ORG': ['O', 'Olina', 'Sacred', 'Oakridge Industries', 'Evan', 'Oak', 'Industries', 'Guide'], 'PER': ['Mark Landry']}",12
12_answer.json,9,"{'LOC': ['Valley of Echoes', 'Whis', '##pering Mountains', 'Crystal River', 'Arinaya', 'Valley'], 'ORG': ['Ari', 'V', '##arinex Corporation', '##arinex', 'Arinay', '##walk', 'El', 'Echo', 'Amelia', 'Chen'], 'MISC': ['##nay'], 'PER': ['Jonathan Crest', 'C', 'El', '##ara Wind']}",21
12_answer.json,10,"{'MISC': ['the Ancients', '##a'], 'LOC': ['Amazon', 'Tupana', 'Tupan', '##s'], 'ORG': ['ManaTropics Corporation', 'ManaTropics', 'Tupana', 'ManaTropic', 'Tu'], 'PER': ['Jonathan Reed', 'Mara', 'Jonathan']}",14
07_answer.json,1,"{'LOC': ['Veridonia', 'Eldoria City'], 'PER': ['Reginald Cor', 'Co', 'Emma Navarro', 'Felix Hard', 'Maria Elara', 'Elias', 'Morton', 'Marcus'], 'ORG': ['International Humanitarian Tribunal of Veridonia', '##r', '##s', 'International']}",14
07_answer.json,2,"{'PER': ['Alex Sorenson', 'So', '##ren', 'Maria Esteban', 'E', 'Victor Hale', '##renson', 'Hale'], 'ORG': ['International Tribunal for Human Rights'], 'LOC': ['The Hague', 'Republic of Nura']}",11
